address,description,image,location,number,seller,symbol,title,unit,url
431 west bay rd,"This lovely beach condo has just been fully renovated.
Regal Beach has it all, pristine with sand, large pool & deck, immaculate grounds, tennis court, gym and a fantastic location.
Perfect for staycation.
Available for short term rental up to 6 months.
CI 3700 plus utilities .One small dog allowed.
Call or WhatsApp me on 345 929-1229 to arrange your private viewing.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/26/2141943.png,Seven Mile Beach,"3,700",Cicakiki,$,"Newly renovated Seven Mile Beach 2 bedrooms, 2 bathrooms ",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=48
shamrock road,"South Shore 2nd floor (no unit above) 3 bed 2 bath unit.  Pool .Ocean views from your patio, elevator, tons of parking. pet possible with deposit . Available now on long term lease.
contact Sam (345) 516- 8951
RMLS#: 477",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/06/12/2179511.png,Spotts,"2,500",richard_1,$,"Spotts 3 bed Condo, Ocean view",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=48
Mt. Pleasant,"3 bedroom and 2 bathroom 1400+ ft2 unit located off Mt. Pleasant, West Bay. - Quiet neighborhood.
- No through traffic.
- Private side and back yard.
- Indoor laundry room
- Front porch
- 1 outdoor dog welcomed.
- Extra room can be used for study/home office or storage.
- Utilities NOT included
- $2,500.00 deposit can be paid in 3 installments
- Reference from previous Landlord required
- Ofcourse children are welcomed! - Available July 1st for longterm lease only (1 year). - Standard furniture (i.e. bedroom sets, dining table, and sofas) - Electronics not included (i.e. TV, etc.)",,West Bay,"2,500",BestBuy_3,$,3 Bed - 2 Bath - Study - Mt. Pleasant ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=48
Linford Pierson highway,"price reduced 2 bedroom and 2 bathroom
Dinning are
Living space
Modern kitchen
Backyard
Washing machine and dryer inside the unit
Electric range and dishwasherNearly new construction everything is new.
Near to airport ,shopping and hospital.
Come and have a look at this beautiful place.. you may like it.
Available now.Contact me through 13459221817 what's up
Thank you",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/23/2135652.jpg,George Town,"2,000",karthikeyanganesan,$,2 bed 2bath apartment in George Town Near airport,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
"441 West Bay Rd,Laguna del Mar #7,KY1-1102","US$2,500 weekly all inclusive of utilities
Stays less than a week may be considered when gaps exist between weekly stays on the calendar.Availability Update @ June 28 and online VRBO calendar is live.
July 26 - August 1
August 15 - September 3
September 7 to October 22nd 2,400 SF, 3 bed / 3 bath.
75' living room TV and TV in every bedroom.  Two cable boxes and two apple TV's. Full condo details can be found:
https://www.vrbo.com/784598Check out our other condo next door.

https://www.vrbo.com/784598Pets not allowed.Call or WhatsApp 526-5710",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/23/1591227771-_dwp2595.jpg,Seven Mile Beach,"2,500",John,$,Laguna del Mar #7 - Ground floor Beachfront All Inclusive (Dates Updated),USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
"441 West Bay Rd,Laguna del Mar #6,KY1-1102","US$2,500 weekly all inclusive of utilities
Stays less than a week may be considered when gaps exist between weekly stays on the calendar.Availability Update @ June 28th per below and live online VRBO calendar link.July  20 - July 24
July 26 - August 8
August 17 - August 22
August 30 - September 3
September 7 - October 302,400 SF, 3 bed / 3 bath.
75' living room TV and Cable TV in every bedroom. Sonos sound system throughout. Full condo details can be found:
https://www.vrbo.com/586988Pets not allowed.Check out our other condo next door.

https://www.vrbo.com/784598Call or WhatsApp 526-5710",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/23/2135994.jpg,Seven Mile Beach,"2,500",John,$,Laguna del Mar #6 Ground floor Beachfront All Inclusive (Dates Updated),USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
snooze lane,"Rare opportunity to rent this Seven Mile Corridor condo. This two bedroom, two bathroom unit has absolutely stunning ocean views and is perfectly located within walking distance to Seven Mile Beach Bars, Restaurants, Shops, Gyms and of course Seven Mile Beach itself! George Town Villas is a premium development offering swimming pool, tennis court and BBQ areas all set within gorgeous landscaping. The property is available 17th June - Sept 17th 2020. RMLS#: 219.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/23/2135871.jpg,Seven Mile Beach Corridor,"2,500",richard_1,$,Fantastic Seven Mile Corridor  rental - available from June 17th-Sept 17th ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
"431 West Bay Road,KY1-1202","5 and a half month rental available from July 1 to December 15, with possible extension based on circumstances at the time. Month to month rentals also possible. Enjoy a staycation on Seven Mile Beach.Very well located 2 bed, 2 bath modern condo on Seven Mile Beach with ocean views from the livingroom and patio. Very sought after location at Regal Beach Club. A beautifully maintained strata with 2 pools, tennis court, gym, beach loungers and umbrellas on the beautiful white sandy Seven Mile Beach. Full washer and Dryer in unit. Full size bunk beds, great for families.Fully furnished, including linens, bath towels, beach towels and all kitchenware. Will consider pets with strata approval.Includes Logic fiber internet and TV in living room and bedroom. Excludes water and CUC. Willing to discuss all inclusive option. Contact me for further details. Call or Whatsapp 525 0406.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/24/2137154.jpg,Seven Mile Beach,,Greg_3,,Seven Mile Beach - 2 Bed ,,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
391 Esterley Tibbetts Hwy,"Quiet 2nd storey unit. A small pet is welcome.Away from bypass, nearer to Kirk Market. $1,800 includes EVERYTHING! $1,450 exclusive.Close to Camana Bay & beach. Off bypass toward the back of the development in newest blue building completed.This unit comes with electricity, water, cable TV and high-speed fibre internet or may be rented exclusive.* 55"" SmartTV
* 3 pools & a gym
* Security guard on premises & CCTV
* New central air-conditioning and clean ducts for clean air
* Full size stackable washer & dryer in apartment
* Private & very quiet with black-out curtains in bedroom
* 2nd floor location; hurricane safe
* Fully furnished with all conveniences plus extras
* Within phase away from traffic/bypass
* Double glazed insulated windows
* Walking distance to Kirk Supermarket
* (Small) water view and lush trees
* All concrete block construction
* Dishwasher
* Tankless Water Heater which allows for more storage space
* Designated parking space plus guest parking.$1,450 or $1,800 all- inclusive.Short-term options also available. When safe to do so, a cleaning service is optional.326-4321Happy to provide a desk if needed but counter-top easy for laptop if working from home.No Agents please.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/23/2136229.jpg,Seven Mile Beach Corridor,"1,800",Great Opportunity,$," LAKESIDE 1B/1B $1,450.00 FURNISHED OR $1,800 ALL-INCLUSIVE",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
,Am looking to rent a room I can pay $450 you can contact me at 13453223012,,,450,Trav,$,Am looking to rent a room ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
"# 9 lindys walk,west bay islas cayman grand cayman,00000","Excellent apartment Located in West Bay # 9 Lindys Walk
Near to mini market, Supermarket, beach, restaurants, bus stop and more.-Price
$ 1300 per month plus one month deposit. -Including CUC, Water and Internet.
-Available for professional single person or couple, children are not allowedDescription
-1 Bedroom
-1 Bedroom
 -Spacious bedroom with closet,
- Dining room
- kitchen
- Furnished
- quiet zone
- Super clean
- Parking available
- safe place
-  countertop
- hot water heater
- A / C Split unit in the  room- Washer and dryer is not included but is a few minutes walk from the apartmentContact Numbers   9243661 / 9264190 / email Animals are not allowed on site",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/24/2136535.jpg,George Town,"1,300",Genova Christian,$, 1 Bedroom / 1 Bathroom Apartment For Rent,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
"Kimpton Hotel & Residences,7 Mile Beach","Absolutely stunning 2200 sq ft condo situated at The Residences of the 5 Star Luxury Kimpton Hotel, on world famous 7 Mile Beach. Panoramic views of the lush tropical gardens, private residences pool and azure blue waters of the Caribbean sea. This 2 bedroom 2.5 bathroom condo, has been designer furnished, and the floor to ceiling panoramic glass walls allow an abundance of natural light to spill in. Beautiful marble gourmet kitchen and marble bathrooms add to the Uber Luxury of this incredible property. Adjoining the huge master is a large walk in closet. Full use of all hotel amenities, 2 Pools, Full Spa, Gym, 2 restaurants (one beach side), 24 hour security, room service, on site manager and handyman. In addition free concierge service: chauffeur driven car, shopping, errands/collection/booking restaurants....Full use of beach toys, red sail sports, hobby cat, paddle boards, sun loungers etc. Spectacular 10th floor roof top lounge and viewing with BBQ area. Free tea and coffee, plus newspaper daily in the hotel lobby next door. Small pet may be considered. No smokers.
Preferably looking for a 12 month tenancy.
Call Jane    916 1001
RMLS #308
Member of CIREBA",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/24/2137671.jpg,Seven Mile Beach,"12,500",Jane Cebo,$,Kimpton Seafire Residence - 7 Mile Beach ,USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
Linford Pierson highway,"price reduced 2 bedroom and 2 bathroom
Dinning are
Living space
Modern kitchen
Backyard
Washing machine and dryer inside the unit
Electric range and dishwasherNearly new construction everything is new.
Near to airport ,shopping and hospital.
Come and have a look at this beautiful place.. you may like it.
Available now.Contact me through 13459221817 what's up
Thank you",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/24/2137948.jpg,George Town,"2,000",karthikeyanganesan,$,2 bed 2 bath apartment for rent in George Town Near airport,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
"Vela,South Sound","Luxury Penthouse VELA FOR RENT, Available now reduced to(CI$ 2950)ONO  because of the current situation. Long term, one-year minimum lease.
For the professionals and those who prefer their VIP address the prestigious “Vela"" resort, phase one, South sound.
Upgraded, fully & elegantly furnished 2 bedrooms & 2 Bath on 2nd & 3rd floors.
The 2nd floor :
The sitting/dining, full kitchen, utility (Washer &Dryer) & master bedroom
Double bed and ensuite bathroom with two walk-ins for him/her.
A balcony looking at the famous 50 m Olympic Swimming pool.
The 3rd floor:
Through a spiral staircase to the second bedroom with Murphy's bed  /office and en suite bathroom.
With two more balconies, one on the swimming pool and the other see the Ocean exactly as the ""real"" first picture on the add.
Secure gated community with energy-efficient ICF construction and hurricane resistant windows and doors.
High-efficiency multi-zone AC with very low electricity bills.
Amazing location with easy short ways into George Town center, a couple of minutes to Hurley’s Supermarket, King’s Gym, Smith Cove Barcadere Beach, the sports clubs, and the famous Walk Board on the South Sound.
- Gated community
- Three-point security system for entry
- Fully serviced gyms
- Clubhouse and function with full kitchen
- A full-time on-site property manager
- Tennis courts
- Olympic length swimming pool in each Phase
- Professionally designed landscaping
- Separate storage units available for rent
- Boat parking
- Yoga room
-Children play area
-Apologies NO PETS
VELA GO FAST
Email:  or What's App & Messages to +1 345 926 2911.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/05/24/2138070.jpeg,South Sound,"2,950",ramyelmadany,$, Luxury Penthouse for rent in Vela,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=49
